"","industry_name","adj_r_2","(Intercept).Estimate","(Intercept).Std. Error","(Intercept).t value","(Intercept).Pr(>|t|)","curr_ind.Estimate","curr_ind.Std. Error","curr_ind.t value","curr_ind.Pr(>|t|)"
"1","Dairy",0.869189636660221,0.236946398665863,0.0309876240662062,7.64648487278723,3.17020199682741e-05,0.655376368961795,0.079801477487641,8.21258439811837,1.79397463514494e-05
"2","Vegetables, fruits and tree nut",0.868872460941653,0.275525412144954,0.0264083555706757,10.4332665245882,2.51114413155198e-06,0.54033417339433,0.0658838148740481,8.20131885846776,1.81386797450108e-05
"3","Air Transport",0.846213364902447,0.214637004011506,0.0369287535843563,5.81219194201102,0.000255543603393483,0.727473384459496,0.0971908924266448,7.48499541773998,3.75138031235352e-05
"4","Energy & Natural Resources",0.84154389814876,0.285747034254802,0.0280664484088767,10.1810898939542,3.08110590992102e-06,0.683879139016456,0.0929704124598132,7.35587936981634,4.30028817486766e-05
"5","Building Materials & Equipment",0.830022153878296,0.290030775846862,0.0286452789857756,10.1249066553299,3.22667369674627e-06,0.79591985927424,0.112750554184886,7.05912148306702,5.92631441274644e-05
"6","Electric Utilities",0.817850060806945,0.253005904238387,0.0351994072829573,7.1877887660025,5.15080880108201e-05,0.603793986169283,0.0891216590761141,6.77494104607741,8.1321442916222e-05
"7","Lawyers & Lobbyists",0.780704375628333,0.0657106946003637,0.0700837575339884,0.93760233344361,0.372926097429427,0.72981680233992,0.120634098001875,6.04983843231933,0.000190523953390028
"8","Agribusiness",0.777598789070281,0.269535770678028,0.0370273617309557,7.27936742121947,4.66668017393627e-05,0.633167956132884,0.105581113415283,5.99698123699868,0.000203250519669862
"9","Lawyers/Law Firms",0.77545722306281,0.0620407379404461,0.0717374916827793,0.864830041936622,0.409590856362293,0.727138606762851,0.121980212597309,5.96111935927953,0.000212410030636897
"10","Airlines",0.763615075734797,0.207668821765355,0.0490407196610085,4.23462019319569,0.00219161673794738,0.657099888813284,0.113863351421508,5.77095158898654,0.000269107732580895
"11","Education",0.763309793893243,0.340373695979107,0.0265264372255494,12.8314893208225,4.34296963279397e-07,0.356392414311258,0.0618069161319634,5.76622223879166,0.000270712512997689
"12","Natural Gas transmission & distribution",0.762544575327964,0.284273407062597,0.0360634754593968,7.88258489902492,2.49053960600183e-05,0.73312510836562,0.127402436198213,5.75440415617344,0.000274768255248642
"13","Agricultural Services/Products",0.74642828298194,0.307350291297884,0.0335113819711576,9.17151944263035,7.31433280474624e-06,0.554248926417617,0.100463191704081,5.5169352776506,0.00037195281494091
"14","Telephone Utilities",0.728310113801281,0.0878553893361741,0.0762035658245683,1.152903914476,0.278649994830468,0.963436226229057,0.182704178673608,5.27320301715806,0.000511691816474084
"15","Transportation",0.717092054918055,0.267742228497857,0.0435520488083525,6.1476379601804,0.000169202431199806,0.625611601283805,0.121881465584993,5.13295108719824,0.000617120857200097
"16","Securities & Investment",0.690692336466187,0.16515447608237,0.0672673944135744,2.45519359746514,0.0364448846184779,0.725329176874511,0.150167265838466,4.83014172779001,0.000933720049386601
"17","Automotive",0.689286639301716,0.23620355706199,0.052862525031106,4.46826096413291,0.00155856936407163,0.813338600275668,0.168918479600091,4.81497703626756,0.000953619065510915
"18","Construction",0.687404109752315,0.29666560909526,0.0406730347746197,7.29391378684094,4.59447209314439e-05,0.657077605213652,0.137039398422741,4.79480800978628,0.00098079414040811
"19","Medical Devices & Supplies",0.676733809882848,0.300145453301114,0.0409015725913005,7.33823748784058,4.38188598973396e-05,0.452495786393937,0.0966168907722418,4.68340248560286,0.00114668690028934
"20","Finance, Insurance & Real Estate",0.667179126878024,0.164912023416193,0.0708606335331189,2.32727277747406,0.0449474001205611,0.804283954335503,0.175316437080653,4.58761293423674,0.00131348755632029
"21","Crop Production & Basic Processing",0.666745292028918,0.249494679265854,0.0526513785107306,4.73861627791959,0.00106098981155016,0.507710516474607,0.110772851591751,4.58334789778414,0.00132149518434324
"22","Steel Production",0.664582027159338,0.334750262721141,0.0345820970804522,9.67987169610835,4.68807086372245e-06,0.396355048264906,0.086878303037614,4.56218681082323,0.00136200634191638
"23","Livestock",0.659316872015807,0.378405764420682,0.025694546418096,14.7270848164956,1.32300959091046e-07,0.462255577258002,0.102463737608624,4.5114065526641,0.0014647483443364
"24","Credit Unions",0.657393757398366,0.0315902481193829,0.101867099904979,0.310112373365395,0.763536272030658,0.930996973632848,0.207205528589309,4.49310875038536,0.0015037775539539
"25","Defense Aerospace",0.640104704516032,0.209491001564479,0.0647815290773586,3.23380760763328,0.0102598863960689,0.664233583315545,0.153251699110948,4.33426570255947,0.00189326033031067
"26","For-profit Education",0.636738299253584,0.374001436168678,0.0278536219583952,13.4273896848073,2.94016477964691e-07,0.280636818639789,0.0651967762462263,4.3044585146345,0.00197768297534007
"27","Defense Electronics",0.633933995128533,0.299113402773759,0.0449431743310347,6.65536885691699,9.31642996418952e-05,0.460302499150898,0.107550019796231,4.2798922773144,0.00205028078685447
"28","Construction Services",0.632875813277694,0.275587630552519,0.0504501637267006,5.46257157945883,0.000399090667798767,0.50108113302532,0.117330424875903,4.27068369994652,0.00207822167849511
"29","Oil & Gas",0.621617414197889,0.345321387750905,0.0352751767196382,9.78935954015106,4.2707402386283e-06,0.772947501161908,0.185149593821436,4.17471885953669,0.00239478284979152
"30","Misc Finance",0.618065651608563,0.213234002634523,0.0668234530209271,3.19100544785892,0.0109888169886784,0.786517463877977,0.189742694691425,4.14517916042604,0.00250226955528433
"31","Defense",0.611600728955647,0.267604298807336,0.0545481053424802,4.9058403977037,0.000840848273859451,0.53443008445834,0.130594913237811,4.09227336048803,0.00270781124342244
"32","Savings & Loans",0.594467151029753,0.343057550760647,0.037723189730832,9.09407590419795,7.84115770206768e-06,0.321990766022537,0.0813696758166123,3.95713467936418,0.00331864354191466
