pac_name,affiliate,total,dem,repub,lean,year
Alamo PAC,John Cornyn (R-Texas),345000,0,345000,Solidly Republican/Conservative,2018
One Georgia PAC,David Perdue (R-Ga),342100,0,342100,Solidly Republican/Conservative,2018
Citizens for Prosperity in America Today,Pat Toomey (R-Pa),338717,0,338717,Solidly Republican/Conservative,2018
Prairie PAC,Dick Durbin (D-Ill),332000,332000,0,Solidly Democrat/Liberal,2018
Common Ground PAC,Tim Kaine (D-Va),328500,328500,0,Solidly Democrat/Liberal,2018
Tenn PAC,Lamar Alexander (R-Tenn),330000,0,330000,Solidly Republican/Conservative,2018
Forward Together PAC,Mark Warner (D-Va),320500,320500,0,Solidly Democrat/Liberal,2018
M-PAC,Patty Murray (D-Wash),306000,306000,0,Solidly Democrat/Liberal,2018
Making Investments Majority Insured PAC,Mimi Walters (R-Calif),309800,0,309800,Solidly Republican/Conservative,2018
4MA Pac,Joe Kennedy III (D-Mass),304000,304000,0,Solidly Democrat/Liberal,2018
Keystone America PAC,Bob Casey (D-Pa),302000,302000,0,Solidly Democrat/Liberal,2018
PAC for a Level Playing Field,Elizabeth Warren (D-Mass),284441,284441,0,Solidly Democrat/Liberal,2018
Jobs & Innovation Matter PAC,Jim Himes (D-Conn),288500,288500,0,Solidly Democrat/Liberal,2018
Jeff PAC,Jeff Denham (R-Calif),287000,7500,279500,Solidly Republican/Conservative,2018
Bluegrass Cmte,Mitch McConnell (R-Ky),285000,0,285000,Solidly Republican/Conservative,2018
Jump Into Action for Conservatives To Keep Ideas,Jackie Walorski (R-Ind),283500,0,283500,Solidly Republican/Conservative,2018
Shore PAC,Frank Pallone Jr (D-NJ),280500,280500,0,Solidly Democrat/Liberal,2018
Georgia PAC,Tom Graves (R-Ga),279500,0,279500,Solidly Republican/Conservative,2018
Pioneer PAC,Patrick J Tiberi (R-Ohio),278000,0,278000,Solidly Republican/Conservative,2018
Dakota Prairie PAC,Heidi Heitkamp (D-ND),268000,268000,0,Solidly Democrat/Liberal,2018
"Jobs, Economy & Budget Fund",Jeb Hensarling (R-Texas),275500,0,275500,Solidly Republican/Conservative,2018
House Conservatives Fund,Bill Flores (R-Texas),274000,0,274000,Solidly Republican/Conservative,2018
New PAC,Devin Nunes (R-Calif),273088,0,273088,Solidly Republican/Conservative,2018
ROSKAM PAC,Peter Roskam (R-Ill),272500,0,272500,Solidly Republican/Conservative,2018
Mainstream PAC,Zoe Lofgren (D-Calif),271500,271500,0,Solidly Democrat/Liberal,2018
Common Sense Colorado,Michael F Bennet (D-Colo),267500,267500,0,Solidly Democrat/Liberal,2018
America Works PAC,Sherrod Brown (D-Ohio),251500,251500,0,Solidly Democrat/Liberal,2018
ICE PAC,Erik Paulsen (R-Minn),265900,0,265900,Solidly Republican/Conservative,2018
Making Business Excel PAC,Mike Enzi (R-Wyo),260000,0,260000,Solidly Republican/Conservative,2018
Supporting Electing American Leaders,,258200,0,258200,Solidly Republican/Conservative,2018
Great Lakes PAC,Debbie Stabenow (D-Mich),246500,246500,0,Solidly Democrat/Liberal,2018
Holding Onto Oregon's Priorities,Ron Wyden (D-Ore),246150,246150,0,Solidly Democrat/Liberal,2018
Victory & Freedom PAC,Virginia Foxx (R-NC),251000,0,251000,Solidly Republican/Conservative,2018
CONA PAC,Mike Conaway (R-Texas),250000,0,250000,Solidly Republican/Conservative,2018
Blue Momentum PAC,Ted Lieu (D-Calif),247100,247100,0,Solidly Democrat/Liberal,2018
Midwest Values PAC,Al Franken (D-Minn),237000,237000,0,Solidly Democrat/Liberal,2018
First In Freedom Pac,Richard Hudson (R-NC),246000,0,246000,Solidly Republican/Conservative,2018
All for Our Country,Catherine Cortez Masto (D-Nev),244500,244500,0,Solidly Democrat/Liberal,2018
Nutmeg PAC,Richard Blumenthal (D-Conn),234000,234000,0,Solidly Democrat/Liberal,2018
Next Century Fund,Richard Burr (R-NC),241000,0,241000,Solidly Republican/Conservative,2018
Perimeter PAC,Tammy Duckworth (D-Ill),236500,236500,0,Solidly Democrat/Liberal,2018
Treasure State PAC,Jon Tester (D-Mont),227500,227500,0,Solidly Democrat/Liberal,2018
Big Sky Opportunity PAC,Steven Daines (R-Mont),233500,0,233500,Solidly Republican/Conservative,2018
Opportunity & Renewal PAC,Jeff Merkley (D-Ore),225796,225796,0,Solidly Democrat/Liberal,2018
Promoting Our Republican Team PAC,Rob Portman (R-Ohio),231020,0,231020,Solidly Republican/Conservative,2018
Continuing America's Strength & Security,Bill Cassidy (R-La),230400,0,230400,Solidly Republican/Conservative,2018
Fund for the Majority,Dianne Feinstein (D-Calif),230000,230000,0,Solidly Democrat/Liberal,2018
Together Holding Our Majority PAC,Thom Tillis (R-NC),230000,0,230000,Solidly Republican/Conservative,2018
MARSHA PAC,Marsha Blackburn (R-Tenn),225000,0,225000,Solidly Republican/Conservative,2018
Oceans PAC,Sheldon Whitehouse (D-RI),221700,221700,0,Solidly Democrat/Liberal,2018
Follow the North Star Fund,Amy Klobuchar (D-Minn),222500,222500,0,Solidly Democrat/Liberal,2018
Moving America Forward,Bill Nelson (D-Fla),222500,222500,0,Solidly Democrat/Liberal,2018
Lank PAC,James Lankford (R-Okla),222000,0,222000,Solidly Republican/Conservative,2018
Hawkeye PAC,Chuck Grassley (R-Iowa),221000,0,221000,Solidly Republican/Conservative,2018
Hoosiers First PAC,Joe Donnelly (D-Ind),210500,210500,0,Solidly Democrat/Liberal,2018
"Jobs, Freedom & Security PAC",Ted Cruz (R-Texas),220000,0,220000,Solidly Republican/Conservative,2018
Granite Values,Maggie Hassan (D-NH),217900,217900,0,Solidly Democrat/Liberal,2018
"Jobs, Opportunity & New Ideas PAC",Joni Ernst (R-Iowa),215500,0,215500,Solidly Republican/Conservative,2018
Heartland Values PAC,John Thune (R-SD),215000,0,215000,Solidly Republican/Conservative,2018
Hawaii PAC,Brian Schatz (D-Hawaii),209350,209350,0,Solidly Democrat/Liberal,2018
Narragansett Bay PAC,Jack Reed (D-RI),206000,206000,0,Solidly Democrat/Liberal,2018
Green Mountain PAC,Patrick Leahy (D-Vt),208000,208000,0,Solidly Democrat/Liberal,2018
Wild & Wonderful PAC,Shelley Moore Capito (R-WVa),208000,0,208000,Solidly Republican/Conservative,2018
Peter Norbeck Leadership PAC,Mike Rounds (R-SD),206500,0,206500,Solidly Republican/Conservative,2018
Defend America PAC,Richard C Shelby (R-Ala),205000,0,205000,Solidly Republican/Conservative,2018
Jobs Education & Families First,Hakeem Jeffries (D-NY),204867,204867,0,Solidly Democrat/Liberal,2018
Motor City PAC,Gary Peters (D-Mich),204500,204500,0,Solidly Democrat/Liberal,2018
Electing Majority Making Effective Republicans,Tom Emmer (R-Minn),200000,0,200000,Solidly Republican/Conservative,2018
Blue Hen PAC,Chris Coons (D-Del),192500,192500,0,Solidly Democrat/Liberal,2018
Having Unwavering Resolve & Determination,Will Hurd (R-Texas),195700,0,195700,Solidly Republican/Conservative,2018
Reclaim America PAC,Marco Rubio (R-Fla),192000,0,192000,Solidly Republican/Conservative,2018
Lobo PAC,Martin Heinrich (D-NM),190250,190250,0,Solidly Democrat/Liberal,2018
In The Arena PAC,French Hill (R-Ark),186700,0,186700,Solidly Republican/Conservative,2018
Lone Star Leadership PAC,Michael Burgess (R-Texas),186500,0,186500,Solidly Republican/Conservative,2018
21st Century Majority Fund,Johnny Isakson (R-GA),185000,0,185000,Solidly Republican/Conservative,2018
Show Me PAC,Sam Graves (R-MO),183500,0,183500,Solidly Republican/Conservative,2018
MURPHPAC,Christopher S Murphy (D-Conn),180500,180500,0,Solidly Democrat/Liberal,2018
Strategy PAC,Ron Johnson (R-Wis),182500,0,182500,Solidly Republican/Conservative,2018
Bill PAC (Shuster),Bill Shuster (R-Pa),180500,2500,178000,Solidly Republican/Conservative,2018
Rely on Your Beliefs,Roy Blunt (R-Mo),177500,0,177500,Solidly Republican/Conservative,2018
Oorah! PAC,Todd Young (R-Ind),176083,0,176083,Solidly Republican/Conservative,2018
True North PAC,Dan Sullivan (R-Alaska),176000,0,176000,Solidly Republican/Conservative,2018
Ann PAC,Ann L Wagner (R-Mo),174000,0,174000,Solidly Republican/Conservative,2018
Republican Majority Fund,Tom Cotton (R-Ark),174000,0,174000,Solidly Republican/Conservative,2018
Country Roads PAC,Joe Manchin (D-WVa),172500,172500,0,Solidly Democrat/Liberal,2018
Conservative Promises PAC,Gary Palmer (R-Ala),172000,0,172000,Solidly Republican/Conservative,2018
PAC for a Change,ex-Sen. Barbara Boxer (D-Calif),169000,169000,0,Solidly Democrat/Liberal,2018
Responsibility & Freedom Work PAC,Roger Wicker (R-Miss),171000,0,171000,Solidly Republican/Conservative,2018
The US Campaign Fund,John Sarbanes (D-Md),170205,170205,0,Solidly Democrat/Liberal,2018
Serve America PAC,Seth Moulton (D-Mass),167700,167700,0,Solidly Democrat/Liberal,2018
Supporting United States of America's Next Leaders,Susan Brooks (R-Ind),166500,0,166500,Solidly Republican/Conservative,2018
BackPAC,Don Beyer (D-Va),166176,166176,0,Solidly Democrat/Liberal,2018
Freedom Fund,Mike Crapo (R-Idaho),166000,0,166000,Solidly Republican/Conservative,2018
John S Fund,John M Shimkus (R-Ill),165500,0,165500,Solidly Republican/Conservative,2018
People's Voice PAC,Tammy Baldwin (D-Wis),164500,164500,0,Solidly Democrat/Liberal,2018
Progressive Choices PAC,Jan Schakowsky (D-Ill),164887,164887,0,Solidly Democrat/Liberal,2018
Nebraska Sandhills PAC,Deb Fischer (R-Neb),164000,0,164000,Solidly Republican/Conservative,2018
Fair Shot PAC,Katherine Clark (D-Mass),161500,161500,0,Solidly Democrat/Liberal,2018
Eureka PAC,Ken Calvert (R-Calif),161000,0,161000,Solidly Republican/Conservative,2018
Defense Economic Renewal Education & Knowledge PAC,Derek Kilmer (D-Wash),160500,160500,0,Solidly Democrat/Liberal,2018
Mr Southern Missourian in the House,Jason Smith (R-Mo),159771,0,159771,Solidly Republican/Conservative,2018
Rod PAC,Rodney Davis (R-Ill),159500,0,159500,Solidly Republican/Conservative,2018
What a Country! PAC,Carlos Curbelo (R-Fla),157200,2500,154700,Solidly Republican/Conservative,2018
TRUST PAC,Fred Upton (R-Mich),157000,0,157000,Solidly Republican/Conservative,2018
Huck PAC,ex-Gov. Mike Huckabee (R-),155000,0,155000,Solidly Republican/Conservative,2018
HECK PAC,Dennis Heck (D-Wash),152700,152700,0,Solidly Democrat/Liberal,2018
Common Sense Common Solutions,Kay Granger (R-Texas),152500,0,152500,Solidly Republican/Conservative,2018
LEGPAC,Ben Cardin (D-Md),150000,150000,0,Solidly Democrat/Liberal,2018
PETE PAC,Pete Sessions (R-Texas),149200,0,149200,Solidly Republican/Conservative,2018
Building America's Republican Representation,Andy Barr (R-Ky),148000,0,148000,Solidly Republican/Conservative,2018
Missourians for Accountability & Change,Claire McCaskill (D-Mo),147000,145000,2000,Solidly Democrat/Liberal,2018
Jet PAC,Adam Kinzinger (R-Ill),146500,0,146500,Solidly Republican/Conservative,2018
DNC PAC,David Cicilline (D-RI),145180,145180,0,Solidly Democrat/Liberal,2018
First State PAC,Tom Carper (D-Del),143500,143500,0,Solidly Democrat/Liberal,2018
Dirigo PAC,Susan Collins (R-Maine),143500,0,143500,Solidly Republican/Conservative,2018
Clean PAC,Jared Huffman (D-Calif),141960,141960,0,Solidly Democrat/Liberal,2018
Abraham Lincoln PAC,Darin LaHood (R-Ill),141900,0,141900,Solidly Republican/Conservative,2018
HellerHighWater PAC,Dean Heller (R-Nev),138500,0,138500,Solidly Republican/Conservative,2018
Victory in November Election PAC,Mike Thompson (D-Calif),136985,136985,0,Solidly Democrat/Liberal,2018
YoPAC,Kevin Yoder (R-Kan),136500,0,136500,Solidly Republican/Conservative,2018
A New Direction PAC,Jeanne Shaheen (D-NH),134502,134502,0,Solidly Democrat/Liberal,2018
Lead Encourage Elect PAC,Mike Lee (R-Utah),133500,0,133500,Solidly Republican/Conservative,2018
Supporting House Problem Solvers,Scott Peters (D-Calif),131000,131000,0,Solidly Democrat/Liberal,2018
Tenacious PAC,Claudia Tenney (R-NY),131400,0,131400,Solidly Republican/Conservative,2018
Arkansas for Leadership,John Boozman (R-Ark),130000,0,130000,Solidly Republican/Conservative,2018
Committee for Leadership & Progress,Nita M Lowey (D-NY),129879,129879,0,Solidly Democrat/Liberal,2018
Ax PAC,Sean P Duffy (R-Wis),127500,0,127500,Solidly Republican/Conservative,2018
Denali Leadership PAC,Lisa Murkowski (R-Alaska),126574,0,126574,Solidly Republican/Conservative,2018
Jerry's PAC,Jerrold Nadler (D-NY),126000,126000,0,Solidly Democrat/Liberal,2018
Victory Now PAC,Chris Van Hollen (D-Md),126000,126000,0,Solidly Democrat/Liberal,2018
Three Rivers PAC,Kurt Schrader (D-Ore),125500,125500,0,Solidly Democrat/Liberal,2018
Fund for America's Future,Lindsey Graham (R-SC),124500,0,124500,Solidly Republican/Conservative,2018
Tomorrow Is Meaningful,Tim Scott (R-SC),124000,0,124000,Solidly Republican/Conservative,2018
Southwest Leadership Fund,Tom Udall (D-NM),123500,123500,0,Solidly Democrat/Liberal,2018
Texas Republicans United PAC,Michael McCaul (R-Texas),121500,0,121500,Solidly Republican/Conservative,2018
Thunderbolt PAC,Martha McSally (R-Ariz),121100,0,121100,Solidly Republican/Conservative,2018
American Security PAC,Mike D Rogers (R-Ala),120500,0,120500,Solidly Republican/Conservative,2018
Badger PAC,Ron Kind (D-Wis),120500,120500,0,Solidly Democrat/Liberal,2018
Empire PAC,Kirsten Gillibrand (D-NY),120000,120000,0,Solidly Democrat/Liberal,2018
EDPAC,Ed Perlmutter (D-Colo),119500,119500,0,Solidly Democrat/Liberal,2018
Thoroughbred PAC,ex-Rep. Ed Whitfield (R-Ky),119000,9500,109500,Solidly Republican/Conservative,2018
Democrats Win Seats PAC,Debbie Wasserman Schultz (D-Fla),118250,118250,0,Solidly Democrat/Liberal,2018
E-PAC,Elise Stefanik (R-NY),118000,0,118000,Solidly Republican/Conservative,2018
Sensible American Solutions Supporting Everyone,Ben Sasse (R-Neb),115000,0,115000,Solidly Republican/Conservative,2018
Michigan's Future PAC,Dan Kildee (D-Mich),115000,115000,0,Solidly Democrat/Liberal,2018
Speak Up America PAC,Joe Wilson (R-SC),114544,0,114544,Solidly Republican/Conservative,2018
Educate & Innovate PAC,Ed Markey (D-Mass),113500,113500,0,Solidly Democrat/Liberal,2018
New Millennium PAC,Robert Menendez (D-NJ),113094,113094,0,Solidly Democrat/Liberal,2018
Stand Tall America PAC,Mac Thornberry (R-Texas),112500,0,112500,Solidly Republican/Conservative,2018
Synergy PAC,John B Larson (D-Conn),110500,110500,0,Solidly Democrat/Liberal,2018
Getting Stuff Done PAC,Kyrsten Sinema (D-Ariz),108900,108900,0,Solidly Democrat/Liberal,2018
Do Right Bayou,Garret Graves (R-La),107700,0,107700,Solidly Republican/Conservative,2018
Pineapple PAC,Mazie K Hirono (D-Hawaii),107500,107500,0,Solidly Democrat/Liberal,2018
Lee PAC,Lee Zeldin (R-NY),106500,0,106500,Solidly Republican/Conservative,2018
Help America's Leaders,Hal Rogers (R-Ky),106500,0,106500,Solidly Republican/Conservative,2018
Good Fund,Bob Goodlatte (R-VA),106217,0,106217,Solidly Republican/Conservative,2018
DR RAUL PAC,Raul Ruiz (D-Calif),106100,106100,0,Solidly Democrat/Liberal,2018
Blue Majority PAC,Mark Pocan (D-Wis),105853,105853,0,Solidly Democrat/Liberal,2018
Democratic Midterm Victory Fund,Los Angeles Mayor Eric Garcetti (D),103500,103500,0,Solidly Democrat/Liberal,2018
Dakota PAC,John Hoeven (R-ND),102500,0,102500,Solidly Republican/Conservative,2018
Wolverine PAC,Debbie Dingell (D-Mich),99500,99500,0,Solidly Democrat/Liberal,2018
Martha PAC,Martha Roby (R-Ala),99000,0,99000,Solidly Republican/Conservative,2018
Buddy PAC,Buddy Carter (R-Ga),97900,0,97900,Solidly Republican/Conservative,2018
Excelsior PAC,Tom Reed (R-NY),97000,0,97000,Solidly Republican/Conservative,2018
CA-LUV PAC,Pete Aguilar (D-Calif),95800,95800,0,Solidly Democrat/Liberal,2018
OrrinPAC,Orrin G Hatch (R-Utah),95000,0,95000,Solidly Republican/Conservative,2018
Liberty Fund,Jaime Herrera Beutler (R-Wash),94550,0,94550,Solidly Republican/Conservative,2018
Invest in a Strong & Secure America,Darrell Issa (R-Calif),93600,0,93600,Solidly Republican/Conservative,2018
Americans for Legislating Excellence PAC,Alex Mooney (R-WVa),93300,0,93300,Solidly Republican/Conservative,2018
Preserving America's Traditions,Pat Roberts (R-Kan),93000,0,93000,Solidly Republican/Conservative,2018
Free State PAC,Jerry Moran (R-Kan),92500,0,92500,Solidly Republican/Conservative,2018
Make It Work,Angus King (I-Maine),91300,91300,0,Solidly Democrat/Liberal,2018
Greater Tomorrow PAC,Glenn Thompson (R-Pa),90500,0,90500,Solidly Republican/Conservative,2018
BRETTPAC,Brett Guthrie (R-Ky),90500,0,90500,Solidly Republican/Conservative,2018
LOIS PAC,Lois J Frankel (D-Fla),89000,89000,0,Solidly Democrat/Liberal,2018
One Voice,Barbara Lee (D-Calif),88200,88200,0,Solidly Democrat/Liberal,2018
Road to Freedom PAC,Ed Royce (R-Calif),88000,0,88000,Solidly Republican/Conservative,2018
IRL PAC,Ileana Ros-Lehtinen (R-Fla),86000,0,86000,Solidly Republican/Conservative,2018
Re-Light America PAC,Keith J Rothfus (R-Pa),86900,2000,84900,Solidly Republican/Conservative,2018
Keeping America Rolling PAC,Mike Kelly (R-PA),86500,0,86500,Solidly Republican/Conservative,2018
American Innovation PAC,Ami Bera (D-Calif),86400,85400,1000,Solidly Democrat/Liberal,2018
Securing Every American's Liberty PAC,Scott W Taylor (R-Va),85700,0,85700,Solidly Republican/Conservative,2018
Golden Rule PAC,Charlie Crist (D-Fla),83600,83600,0,Solidly Democrat/Liberal,2018
RACPAC,Ryan Costello (R-Pa),82500,0,82500,Solidly Republican/Conservative,2018
Jersey Values PAC,Josh Gottheimer (D-NJ),81500,81500,0,Solidly Democrat/Liberal,2018
Dutch PAC,Dutch Ruppersberger (D-Md),81500,81500,0,Solidly Democrat/Liberal,2018
Climate Champions PAC,Jeff Merkley (D-Ore),68500,68500,0,Solidly Democrat/Liberal,2018
Inland Empire Strikes PAC,Mark A Takano (D-Calif),78400,78400,0,Solidly Democrat/Liberal,2018
Pine Tree PAC,Bruce Poliquin (R-Maine),77900,0,77900,Solidly Republican/Conservative,2018
Freedom Project,ex-Rep. John Boehner (R-Ohio),76244,0,76244,Solidly Republican/Conservative,2018
Maintaining All Republicans in Office,Mario Diaz-Balart (R-Fla),75300,0,75300,Solidly Republican/Conservative,2018
Guardian Fund,Barry Loudermilk (R-Ga),75000,0,75000,Solidly Republican/Conservative,2018
Article 1 PAC,John A Yarmuth (D-Ky),74500,74500,0,Solidly Democrat/Liberal,2018
Seeking Justice Cmte,Doug Jones (D-Ala),73600,73600,0,Solidly Democrat/Liberal,2018
Paragraph Two PAC,Luke Messer (R-Ind),72000,0,72000,Solidly Republican/Conservative,2018
Impact Cmte,Michael R Turner (R-Ohio),72000,0,72000,Solidly Republican/Conservative,2018
Reaching for a Brighter America PAC,Robert B Aderholt (R-Ala),71000,0,71000,Solidly Republican/Conservative,2018
Let Texans Run Texas PAC,John Culberson (R-Texas),70900,0,70900,Solidly Republican/Conservative,2018
Freedom Matters PAC,Pete Olson (R-Texas),70150,0,70150,Solidly Republican/Conservative,2018
Boots PAC,Markwayne Mullin (R-Okla),69900,0,69900,Solidly Republican/Conservative,2018
Land of Opportunity PAC,Bruce Westerman (R-Ark),69000,0,69000,Solidly Republican/Conservative,2018
Commonwealth PAC (Connolly),Gerry Connolly (D-Va),68200,68200,0,Solidly Democrat/Liberal,2018
Badlands PAC,Kevin Cramer (R-ND),68100,0,68100,Solidly Republican/Conservative,2018
Reinventing a New Direction,Rand Paul (R-Ky),67500,0,67500,Solidly Republican/Conservative,2018
American Defense & Military PAC,Adam Smith (D-Wash),67500,67500,0,Solidly Democrat/Liberal,2018
Freedom & Security PAC,ex-Rep. John Kline (R-Minn),67500,0,67500,Solidly Republican/Conservative,2018
Fiscal Leadership & Knowing Economics,Jeff Flake (R-Ariz),67500,0,67500,Solidly Republican/Conservative,2018
Peach PAC,Doug Collins (R-GA),66080,0,66080,Solidly Republican/Conservative,2018
Vision for America PAC,Jackie Speier (D-Calif),66000,66000,0,Solidly Democrat/Liberal,2018
Cowboy PAC,Liz Cheney (R-Wyo),65800,0,65800,Solidly Republican/Conservative,2018
Vaquero PAC,Filemon Vela (D-Texas),65000,65000,0,Solidly Democrat/Liberal,2018
Liberty & Prosperity PAC,Rodney Frelinghuysen (R-NJ),65000,0,65000,Solidly Republican/Conservative,2018
Chesapeake PAC,Andy Harris (R-Md),65000,0,65000,Solidly Republican/Conservative,2018
Rock City PAC,Bob Corker (R-Tenn),65000,0,65000,Solidly Republican/Conservative,2018
Salt City PAC,John Katko (R-NY),64500,0,64500,Solidly Republican/Conservative,2018
Silk PAC,Bill Pascrell Jr (D-NJ),64000,64000,0,Solidly Democrat/Liberal,2018
Puget PAC,Rick Larsen (D-Wash),63700,63700,0,Solidly Democrat/Liberal,2018
Reasonable Independent Constructive & Effective,Kathleen Rice (D-NY),63500,63500,0,Solidly Democrat/Liberal,2018
Progressive Voters of America,Bernie Sanders (I-Vt),62800,62800,0,Solidly Democrat/Liberal,2018
Wells PAC,Austin Scott (R-GA),62500,0,62500,Solidly Republican/Conservative,2018
TERRI PAC,Terri A Sewell (D-Ala),60999,60999,0,Solidly Democrat/Liberal,2018
America 2.0 PAC,Tim Ryan (D-Ohio),60950,60950,0,Solidly Democrat/Liberal,2018
Progressive Americans for Democracy,Peter DeFazio (D-Ore),60800,60800,0,Solidly Democrat/Liberal,2018
Valor PAC,Brian Mast (R-Fla),60500,0,60500,Solidly Republican/Conservative,2018
Keystone Fund,Mike Doyle (D-Pa),59500,59500,0,Solidly Democrat/Liberal,2018
Bulldog Victory PAC,David Young (R-Iowa),59200,0,59200,Solidly Republican/Conservative,2018
Sea Change Leadership PAC,Karen Bass (D-Calif),59000,59000,0,Solidly Democrat/Liberal,2018
Jam PAC,Lloyd Smucker (R-Pa),59000,0,59000,Solidly Republican/Conservative,2018
HeartDocPAC,Larry Bucshon (R-Ind),57900,0,57900,Solidly Republican/Conservative,2018
America's Future Fund PAC,Jim Renacci (R-Ohio),57600,0,57600,Solidly Republican/Conservative,2018
Make It In America PAC,John Garamendi (D-Calif),57000,57000,0,Solidly Democrat/Liberal,2018
Deciding Critical Races,David Rouzer (R-NC),56800,0,56800,Solidly Republican/Conservative,2018
Kansas Leadership PAC,Roger Marshall (R-Kan),56335,0,56335,Solidly Republican/Conservative,2018
Smart Solutions PAC,Jacky Rosen (D-Nev),56100,56100,0,Solidly Democrat/Liberal,2018
Committee for a Democratic Future,Rosa L DeLauro (D-Conn),56000,56000,0,Solidly Democrat/Liberal,2018
Fund for American Exceptionalism,Todd Rokita (R-Ind),55700,0,55700,Solidly Republican/Conservative,2018
Build Our Movement,Pramila Jayapal (D-Wash),54000,54000,0,Solidly Democrat/Liberal,2018
TEDPAC,Ted Deutch (D-Fla),54000,54000,0,Solidly Democrat/Liberal,2018
Rural America Counts PAC,Rick Crawford (R-Ark),53500,0,53500,Solidly Republican/Conservative,2018
Fostering Progress PAC,Bill Foster (D-Ill),53300,53300,0,Solidly Democrat/Liberal,2018
Love PAC,Mia Love (R-Utah),52400,0,52400,Solidly Republican/Conservative,2018
WinNovember PAC,Steve Chabot (R-Ohio),52200,0,52200,Solidly Republican/Conservative,2018
Everybody Counts Everybody Matters PAC,Keith Ellison (D-Minn),52200,52200,0,Solidly Democrat/Liberal,2018
New Energy PAC,Eric Swalwell (D-Calif),51140,51140,0,Solidly Democrat/Liberal,2018
Brave PAC,David Scott (D-Ga),51000,51000,0,Solidly Democrat/Liberal,2018
Vitoria PAC,David Valadao (R-Calif),50700,0,50700,Solidly Republican/Conservative,2018
DIANE PAC,Diane Black (R-Tenn),50500,0,50500,Solidly Republican/Conservative,2018
Empire State PAC,John Faso (R-NY),50200,0,50200,Solidly Republican/Conservative,2018
Save America PAC,James E Risch (R-Idaho),50000,0,50000,Solidly Republican/Conservative,2018
Senate Victory Fund,Thad Cochran (R-Miss),50000,0,50000,Solidly Republican/Conservative,2018
Gene PAC,Gene Green (D-Texas),49500,47500,2000,Solidly Democrat/Liberal,2018
Secure PAC,Bennie G Thompson (D-Miss),49000,49000,0,Solidly Democrat/Liberal,2018
Texas First PAC,Henry Cuellar (D-Texas),48420,48420,0,Solidly Democrat/Liberal,2018
Delivering American Values in DC,David Kustoff (R-Tenn),48000,0,48000,Solidly Republican/Conservative,2018
